Plasmid_1	organism_ID1	plasmid_clust1	Plasmid_2	plasmid_clust2	organism_ID2	ANI	aligned_fragments	fragments	Alignment_fraction	Alignment_fraction_perc	Same_cluster_1	Self_comparison	Multi_plasmid_isolate
AP022585.1	125	U	CP015274.1	4	86	81.0517	12	35	0.342857143	34.2857143	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP084596.1	23	91	80.3246	12	35	0.342857143	34.2857143	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP092425.2	23	105	79.9632	11	35	0.314285714	31.4285714	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP045967.1	23	90	79.8349	13	35	0.371428571	37.1428571	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP084590.1	23	92	79.6263	10	35	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	LT703508.1	23	93	79.5363	12	35	0.342857143	34.2857143	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP015276.1	23	86	79.2982	11	35	0.314285714	31.4285714	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP076861.1	6	17	79.2231	12	35	0.342857143	34.2857143	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP012888.2	6	83	78.622	7	35	0.2	20	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP084589.1	6	92	78.5392	8	35	0.228571429	22.8571429	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP084597.1	6	91	78.5278	8	35	0.228571429	22.8571429	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP022225.1	6	88	78.5166	8	35	0.228571429	22.8571429	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP015271.1	6	85	78.5166	8	35	0.228571429	22.8571429	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP015277.1	6	86	78.5166	8	35	0.228571429	22.8571429	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP045968.1	6	90	78.5166	8	35	0.228571429	22.8571429	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	AP020329.1	6	24	78.4396	9	35	0.257142857	25.7142857	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP025549.1	U	130	78.0018	8	35	0.228571429	22.8571429	Unclustered	Different_Contig	No
AP022585.1	125	U	CP012887.2	U	83	77.5557	7	35	0.2	20	Unclustered	Different_Contig	No
AP022585.1	125	U	CP092426.2	3	105	76.5492	7	35	0.2	20	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP084591.1	3	92	76.3546	8	35	0.228571429	22.8571429	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP040253.1	17	23	75.3943	8	35	0.228571429	22.8571429	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	CP040249.1	17	21	75.3943	8	35	0.228571429	22.8571429	Not_Same_Cluster	Different_Contig	No
AP022585.1	125	U	AP022607.1	U	44	75.2486	17	35	0.485714286	48.5714286	Unclustered	Different_Contig	No
AP022585.1	125	U	CP092428.2	U	326	73.5779	7	35	0.2	20	Unclustered	Different_Contig	No
AP022585.1	125	U	CP032156.1	U	158	73.5739	9	35	0.257142857	25.7142857	Unclustered	Different_Contig	No
AP022585.1	125	U	CP003054.1	U	284	73.5706	7	35	0.2	20	Unclustered	Different_Contig	No
AP022585.1	125	U	CP025547.1	U	130	73.5441	8	35	0.228571429	22.8571429	Unclustered	Different_Contig	No
AP022592.1	273	U	AP022592.1	U	273	100	859	868	0.989631336	98.9631336	Unclustered	Same_Contig	No
AP022592.1	273	U	CP045327.1	U	168	80.7672	115	868	0.132488479	13.2488479	Unclustered	Different_Contig	No
AP022592.1	273	U	AP022602.1	U	51	80.6877	134	868	0.15437788	15.437788	Unclustered	Different_Contig	No
AP022592.1	273	U	AP022611.1	U	307	78.0712	145	868	0.167050691	16.7050691	Unclustered	Different_Contig	No
AP022592.1	273	U	CP003055.1	U	284	77.5356	111	868	0.127880184	12.7880184	Unclustered	Different_Contig	No
AP022592.1	273	U	CP003054.1	U	284	77.3211	227	868	0.261520737	26.1520737	Unclustered	Different_Contig	No
AP022592.1	273	U	CP079875.1	U	166	74.9482	5	868	0.005760369	0.5760369	Unclustered	Different_Contig	No
AP022592.1	273	U	CP079872.1	U	166	74.6088	28	868	0.032258065	3.2258065	Unclustered	Different_Contig	No
AP022592.1	273	U	CP063329.1	U	220	74.4361	9	868	0.010368664	1.0368664	Unclustered	Different_Contig	No
AP022592.1	273	U	CP063325.1	U	218	74.1364	8	868	0.00921659	0.921659	Unclustered	Different_Contig	No
AP022592.1	273	U	CP034180.1	19	182	74.1102	8	868	0.00921659	0.921659	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP003081.1	U	161	74.1057	70	868	0.080645161	8.0645161	Unclustered	Different_Contig	No
AP022592.1	273	U	AP022580.1	U	277	74.0762	9	868	0.010368664	1.0368664	Unclustered	Different_Contig	No
AP022592.1	273	U	CU458745.1	19	214	74.0095	10	868	0.011520737	1.1520737	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP085920.1	19	236	73.9584	11	868	0.012672811	1.2672811	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP085946.1	9	58	73.9384	10	868	0.011520737	1.1520737	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP079873.1	U	166	73.9295	11	868	0.012672811	1.2672811	Unclustered	Different_Contig	No
AP022592.1	273	U	AP022607.1	U	44	73.784	219	868	0.252304147	25.2304147	Unclustered	Different_Contig	No
AP022592.1	273	U	CP081676.1	U	291	73.6382	10	868	0.011520737	1.1520737	Unclustered	Different_Contig	No
AP022592.1	273	U	CP036221.2	2	20	73.6092	10	868	0.011520737	1.1520737	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP080335.1	U	317	73.582	15	868	0.017281106	1.7281106	Unclustered	Different_Contig	No
AP022592.1	273	U	CP009406.2	26	13	73.5699	8	868	0.00921659	0.921659	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP036222.2	26	20	73.5699	8	868	0.00921659	0.921659	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP059002.1	12	16	73.4766	7	868	0.008064516	0.8064516	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP076858.1	12	18	73.4766	7	868	0.008064516	0.8064516	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	AP020328.1	7	24	73.466	16	868	0.01843318	1.843318	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP022224.1	7	88	73.4426	14	868	0.016129032	1.6129032	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP076861.1	6	17	73.421	5	868	0.005760369	0.5760369	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP079878.1	U	166	73.4024	1	868	0.001152074	0.1152074	Unclustered	Different_Contig	No
AP022592.1	273	U	CP012888.2	6	83	73.3886	6	868	0.006912442	0.6912442	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP022225.1	6	88	73.3664	6	868	0.006912442	0.6912442	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP045968.1	6	90	73.3664	6	868	0.006912442	0.6912442	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP015277.1	6	86	73.3664	6	868	0.006912442	0.6912442	Not_Same_Cluster	Different_Contig	No
AP022592.1	273	U	CP079879.1	U	166	73.271	2	868	0.002304147	0.2304147	Unclustered	Different_Contig	No
AP022602.1	51	U	AP022602.1	U	51	100	400	423	0.945626478	94.5626478	Unclustered	Same_Contig	No
AP022602.1	51	U	CP045327.1	U	168	84.693	122	423	0.288416076	28.8416076	Unclustered	Different_Contig	No
AP022602.1	51	U	AP022611.1	U	307	81.9209	120	423	0.283687943	28.3687943	Unclustered	Different_Contig	No
AP022602.1	51	U	CP003054.1	U	284	80.6938	185	423	0.437352246	43.7352246	Unclustered	Different_Contig	No
AP022602.1	51	U	AP022592.1	U	273	80.3852	134	423	0.31678487	31.678487	Unclustered	Different_Contig	No
AP022602.1	51	U	CP003055.1	U	284	79.5596	106	423	0.250591017	25.0591017	Unclustered	Different_Contig	No
AP022602.1	51	U	CP092428.2	U	326	79.1975	98	423	0.231678487	23.1678487	Unclustered	Different_Contig	No
AP022602.1	51	U	CP079874.1	U	166	78.643	9	423	0.021276596	2.1276596	Unclustered	Different_Contig	No
AP022602.1	51	U	CP015271.1	6	85	74.1376	7	423	0.016548463	1.6548463	Not_Same_Cluster	Different_Contig	No
AP022602.1	51	U	CP076861.1	6	17	74.0681	7	423	0.016548463	1.6548463	Not_Same_Cluster	Different_Contig	No
AP022602.1	51	U	AP022607.1	U	44	73.9892	88	423	0.208037825	20.8037825	Unclustered	Different_Contig	No
AP022602.1	51	U	CP065282.1	14	231	73.5606	4	423	0.009456265	0.9456265	Not_Same_Cluster	Different_Contig	No
AP022602.1	51	U	CP025550.1	29	130	73.4984	8	423	0.01891253	1.891253	Not_Same_Cluster	Different_Contig	No
AP022602.1	51	U	CP012888.2	6	83	73.4851	6	423	0.014184397	1.4184397	Not_Same_Cluster	Different_Contig	No
AP022602.1	51	U	CP045968.1	6	90	73.4851	6	423	0.014184397	1.4184397	Not_Same_Cluster	Different_Contig	No
AP022602.1	51	U	CP015277.1	6	86	73.4851	6	423	0.014184397	1.4184397	Not_Same_Cluster	Different_Contig	No
AP022602.1	51	U	CP084597.1	6	91	73.4851	6	423	0.014184397	1.4184397	Not_Same_Cluster	Different_Contig	No
AP022602.1	51	U	AP020329.1	6	24	73.4851	6	423	0.014184397	1.4184397	Not_Same_Cluster	Different_Contig	No
AP022602.1	51	U	CP022225.1	6	88	73.4851	6	423	0.014184397	1.4184397	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP022607.1	U	44	100	1712	1728	0.990740741	99.0740741	Unclustered	Same_Contig	No
AP022607.1	44	U	CP076861.1	6	17	76.5696	9	1728	0.005208333	0.5208333	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP040248.1	18	21	75.6772	21	1728	0.012152778	1.2152778	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP024252.1	18	131	75.4207	23	1728	0.013310185	1.3310185	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP023150.1	18	59	75.4079	24	1728	0.013888889	1.3888889	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP040246.1	18	22	75.3422	25	1728	0.014467593	1.4467593	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP059001.1	18	16	75.3295	25	1728	0.014467593	1.4467593	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP015271.1	6	85	75.1718	7	1728	0.004050926	0.4050926	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP040254.1	18	23	75.0392	25	1728	0.014467593	1.4467593	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP059002.1	12	16	75.02	9	1728	0.005208333	0.5208333	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP076858.1	12	18	75.0148	9	1728	0.005208333	0.5208333	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP015277.1	6	86	74.9341	8	1728	0.00462963	0.462963	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP032156.1	U	158	74.8673	137	1728	0.079282407	7.9282407	Unclustered	Different_Contig	No
AP022607.1	44	U	AP022585.1	U	125	74.8604	20	1728	0.011574074	1.1574074	Unclustered	Different_Contig	No
AP022607.1	44	U	CP015279.1	27	87	74.766	93	1728	0.053819444	5.3819444	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP045968.1	6	90	74.7542	9	1728	0.005208333	0.5208333	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP022225.1	6	88	74.7542	9	1728	0.005208333	0.5208333	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP065049.1	U	103	74.7186	24	1728	0.013888889	1.3888889	Unclustered	Different_Contig	No
AP022607.1	44	U	CP012888.2	6	83	74.6943	10	1728	0.005787037	0.5787037	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP029334.1	2	19	74.6929	8	1728	0.00462963	0.462963	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP002387.1	U	298	74.6809	10	1728	0.005787037	0.5787037	Unclustered	Different_Contig	No
AP022607.1	44	U	CP023152.1	25	89	74.6802	129	1728	0.074652778	7.4652778	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP022571.1	U	322	74.6686	129	1728	0.074652778	7.4652778	Unclustered	Different_Contig	No
AP022607.1	44	U	CP012887.2	U	83	74.6588	16	1728	0.009259259	0.9259259	Unclustered	Different_Contig	No
AP022607.1	44	U	CP084597.1	6	91	74.6279	10	1728	0.005787037	0.5787037	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP020329.1	6	24	74.6279	10	1728	0.005787037	0.5787037	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP015268.1	27	85	74.589	104	1728	0.060185185	6.0185185	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP084596.1	23	91	74.5591	13	1728	0.007523148	0.7523148	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP084590.1	23	92	74.535	13	1728	0.007523148	0.7523148	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP018497.1	20	118	74.5219	51	1728	0.029513889	2.9513889	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	HG917973.1	20	122	74.5071	51	1728	0.029513889	2.9513889	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP092982.1	20	121	74.4925	51	1728	0.029513889	2.9513889	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	LT703508.1	23	93	74.4769	14	1728	0.008101852	0.8101852	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP015276.1	23	86	74.4769	14	1728	0.008101852	0.8101852	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP003079.1	U	161	74.4313	206	1728	0.119212963	11.9212963	Unclustered	Different_Contig	No
AP022607.1	44	U	CP092425.2	23	105	74.4142	15	1728	0.008680556	0.8680556	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP113530.1	U	156	74.3942	78	1728	0.045138889	4.5138889	Unclustered	Different_Contig	No
AP022607.1	44	U	CP045967.1	23	90	74.3869	15	1728	0.008680556	0.8680556	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP079866.1	U	167	74.3856	16	1728	0.009259259	0.9259259	Unclustered	Different_Contig	No
AP022607.1	44	U	CP059000.1	25	16	74.378	99	1728	0.057291667	5.7291667	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP015274.1	4	86	74.3396	22	1728	0.012731481	1.2731481	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP019223.1	4	84	74.3396	22	1728	0.012731481	1.2731481	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP015273.1	1	86	74.3396	60	1728	0.034722222	3.4722222	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP019224.1	1	84	74.3381	60	1728	0.034722222	3.4722222	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	LT703509.1	4	93	74.3243	23	1728	0.013310185	1.3310185	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP012556.1	25	25	74.3238	112	1728	0.064814815	6.4814815	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP045965.1	4	90	74.3223	23	1728	0.013310185	1.3310185	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP084594.1	4	91	74.3128	23	1728	0.013310185	1.3310185	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP084593.1	1	91	74.2796	59	1728	0.034143519	3.4143519	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	LT703507.1	1	93	74.2783	64	1728	0.037037037	3.7037037	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	JQ657805.1	1	98	74.2728	77	1728	0.044560185	4.4560185	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP036221.2	2	20	74.2654	12	1728	0.006944444	0.6944444	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP076859.1	25	17	74.2624	120	1728	0.069444444	6.9444444	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP015280.1	1	87	74.2352	69	1728	0.039930556	3.9930556	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP081676.1	U	291	74.2301	13	1728	0.007523148	0.7523148	Unclustered	Different_Contig	No
AP022607.1	44	U	CP022224.1	7	88	74.2167	18	1728	0.010416667	1.0416667	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP076857.1	25	18	74.2085	211	1728	0.122106481	12.2106481	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP025550.1	29	130	74.2079	15	1728	0.008680556	0.8680556	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP079868.1	U	167	74.1744	58	1728	0.033564815	3.3564815	Unclustered	Different_Contig	No
AP022607.1	44	U	CP023153.1	1	89	74.1513	60	1728	0.034722222	3.4722222	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP015270.1	7	85	74.1399	20	1728	0.011574074	1.1574074	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP022580.1	U	277	74.1338	14	1728	0.008101852	0.8101852	Unclustered	Different_Contig	No
AP022607.1	44	U	AP022611.1	U	307	74.1321	144	1728	0.083333333	8.3333333	Unclustered	Different_Contig	No
AP022607.1	44	U	CP045964.1	1	90	74.1265	62	1728	0.03587963	3.587963	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP081675.1	U	291	74.1262	41	1728	0.023726852	2.3726852	Unclustered	Different_Contig	No
AP022607.1	44	U	CP076860.1	U	17	74.1248	165	1728	0.095486111	9.5486111	Unclustered	Different_Contig	No
AP022607.1	44	U	CP083743.1	U	175	74.109	66	1728	0.038194444	3.8194444	Unclustered	Different_Contig	No
AP022607.1	44	U	CP084588.1	1	92	74.1053	64	1728	0.037037037	3.7037037	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP063329.1	U	220	74.1043	8	1728	0.00462963	0.462963	Unclustered	Different_Contig	No
AP022607.1	44	U	CP122996.1	U	274	74.0927	86	1728	0.049768519	4.9768519	Unclustered	Different_Contig	No
AP022607.1	44	U	CP081005.1	U	160	74.0924	104	1728	0.060185185	6.0185185	Unclustered	Different_Contig	No
AP022607.1	44	U	AP020328.1	7	24	74.0793	23	1728	0.013310185	1.3310185	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP002386.1	U	298	74.0667	107	1728	0.061921296	6.1921296	Unclustered	Different_Contig	No
AP022607.1	44	U	CP065270.1	5	225	74.0648	15	1728	0.008680556	0.8680556	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP097321.1	U	4	74.0617	166	1728	0.096064815	9.6064815	Unclustered	Different_Contig	No
AP022607.1	44	U	CP006836.1	1	101	74.0521	98	1728	0.056712963	5.6712963	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP029333.1	1	19	74.0411	95	1728	0.054976852	5.4976852	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP020811.1	U	49	74.0342	81	1728	0.046875	4.6875	Unclustered	Different_Contig	No
AP022607.1	44	U	CP025547.1	U	130	74.0222	173	1728	0.100115741	10.0115741	Unclustered	Different_Contig	No
AP022607.1	44	U	CP070974.1	U	52	74.0151	87	1728	0.050347222	5.0347222	Unclustered	Different_Contig	No
AP022607.1	44	U	CP122999.1	U	274	73.9993	9	1728	0.005208333	0.5208333	Unclustered	Different_Contig	No
AP022607.1	44	U	CP084591.1	3	92	73.9967	9	1728	0.005208333	0.5208333	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP022602.1	U	51	73.9933	86	1728	0.049768519	4.9768519	Unclustered	Different_Contig	No
AP022607.1	44	U	CP065281.1	5	231	73.9924	17	1728	0.009837963	0.9837963	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP022566.1	U	271	73.9794	134	1728	0.077546296	7.7546296	Unclustered	Different_Contig	No
AP022607.1	44	U	CP023148.1	U	124	73.9757	11	1728	0.006365741	0.6365741	Unclustered	Different_Contig	No
AP022607.1	44	U	CP040252.1	2	23	73.9735	19	1728	0.01099537	1.099537	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP092366.2	U	262	73.9719	12	1728	0.006944444	0.6944444	Unclustered	Different_Contig	No
AP022607.1	44	U	AP025525.1	1	154	73.9621	209	1728	0.120949074	12.0949074	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP079876.1	U	166	73.9467	12	1728	0.006944444	0.6944444	Unclustered	Different_Contig	No
AP022607.1	44	U	AP025528.1	29	154	73.9367	14	1728	0.008101852	0.8101852	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP040251.1	2	23	73.932	21	1728	0.012152778	1.2152778	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP079873.1	U	166	73.9298	11	1728	0.006365741	0.6365741	Unclustered	Different_Contig	No
AP022607.1	44	U	CP079864.1	U	165	73.923	22	1728	0.012731481	1.2731481	Unclustered	Different_Contig	No
AP022607.1	44	U	CP016643.1	8	157	73.8828	11	1728	0.006365741	0.6365741	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP092428.2	U	326	73.8736	131	1728	0.075810185	7.5810185	Unclustered	Different_Contig	No
AP022607.1	44	U	CP025548.1	U	130	73.8725	68	1728	0.039351852	3.9351852	Unclustered	Different_Contig	No
AP022607.1	44	U	CP020810.1	U	49	73.8665	87	1728	0.050347222	5.0347222	Unclustered	Different_Contig	No
AP022607.1	44	U	CP079871.1	U	166	73.8591	39	1728	0.022569444	2.2569444	Unclustered	Different_Contig	No
AP022607.1	44	U	AP023335.1	30	348	73.8571	18	1728	0.010416667	1.0416667	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP023364.1	30	349	73.855	17	1728	0.009837963	0.9837963	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP063325.1	U	218	73.8409	12	1728	0.006944444	0.6944444	Unclustered	Different_Contig	No
AP022607.1	44	U	CP015597.1	U	171	73.8406	112	1728	0.064814815	6.4814815	Unclustered	Different_Contig	No
AP022607.1	44	U	CP063323.1	8	216	73.8311	12	1728	0.006944444	0.6944444	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP020812.1	U	49	73.831	56	1728	0.032407407	3.2407407	Unclustered	Different_Contig	No
AP022607.1	44	U	AP020327.1	U	24	73.8248	111	1728	0.064236111	6.4236111	Unclustered	Different_Contig	No
AP022607.1	44	U	CP004376.1	21	240	73.8208	44	1728	0.025462963	2.5462963	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP022592.1	U	273	73.8127	205	1728	0.118634259	11.8634259	Unclustered	Different_Contig	No
AP022607.1	44	U	CP083742.1	28	175	73.8124	45	1728	0.026041667	2.6041667	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP079867.1	10	167	73.8096	57	1728	0.032986111	3.2986111	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP016641.1	U	157	73.8087	67	1728	0.038773148	3.8773148	Unclustered	Different_Contig	No
AP022607.1	44	U	CP092424.2	U	105	73.804	97	1728	0.056134259	5.6134259	Unclustered	Different_Contig	No
AP022607.1	44	U	CP122997.1	U	274	73.8032	53	1728	0.030671296	3.0671296	Unclustered	Different_Contig	No
AP022607.1	44	U	CP003054.1	U	284	73.8023	287	1728	0.166087963	16.6087963	Unclustered	Different_Contig	No
AP022607.1	44	U	CP003081.1	U	161	73.7937	102	1728	0.059027778	5.9027778	Unclustered	Different_Contig	No
AP022607.1	44	U	AP023363.1	16	349	73.7862	129	1728	0.074652778	7.4652778	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	AP023334.1	16	348	73.7842	129	1728	0.074652778	7.4652778	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP084587.1	22	92	73.783	144	1728	0.083333333	8.3333333	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP092363.2	U	286	73.7812	114	1728	0.065972222	6.5972222	Unclustered	Different_Contig	No
AP022607.1	44	U	LT703506.1	22	93	73.7811	144	1728	0.083333333	8.3333333	Not_Same_Cluster	Different_Contig	No
AP022607.1	44	U	CP122995.1	U	274	73.7779	77	1728	0.044560185	4.4560185	Unclustered	Different_Contig	No
